,AcX,AcY,AcZ,FSR A,FSR B,Gesture,Position
12843,11036.0,-12348.0,-3392.0,1486.0,1335.0,1,5.0
12845,11096.0,-12176.0,-3384.0,1486.0,1333.0,1,5.0
12847,11000.0,-12240.0,-3424.0,1487.0,1334.0,1,5.0
12849,11096.0,-12236.0,-3564.0,1497.0,1341.0,1,5.0
12851,11032.0,-12324.0,-3536.0,1519.0,1371.0,1,5.0
12853,11016.0,-12352.0,-3480.0,1488.0,1331.0,1,5.0
12855,10936.0,-12332.0,-3340.0,1487.0,1333.0,1,5.0
12857,11036.0,-12352.0,-3720.0,1489.0,1338.0,1,5.0
12859,10916.0,-12332.0,-3404.0,1507.0,1329.0,1,5.0
12861,10884.0,-12348.0,-3452.0,1438.0,1307.0,1,5.0
12863,11012.0,-12344.0,-3328.0,1485.0,1335.0,1,5.0
12865,10976.0,-12300.0,-3532.0,1486.0,1338.0,1,5.0
12867,10984.0,-12436.0,-3284.0,1487.0,1349.0,1,5.0
12869,10924.0,-12428.0,-3524.0,1488.0,1335.0,1,5.0
12871,10872.0,-12424.0,-3328.0,1435.0,1319.0,1,5.0
12873,10872.0,-12340.0,-3376.0,1487.0,1338.0,1,5.0
12875,10952.0,-12400.0,-3260.0,1488.0,1334.0,1,5.0
12877,11080.0,-12380.0,-3452.0,1476.0,1333.0,1,5.0
12879,11008.0,-12400.0,-3472.0,1476.0,1335.0,1,5.0
12881,10864.0,-12532.0,-3300.0,1542.0,1360.0,1,5.0
12883,11008.0,-12464.0,-3392.0,1488.0,1335.0,1,5.0
12885,10988.0,-12500.0,-3520.0,1484.0,1338.0,1,5.0
12887,10904.0,-12376.0,-3584.0,1475.0,1335.0,1,5.0
12889,10932.0,-12460.0,-3520.0,1477.0,1342.0,1,5.0
12891,10952.0,-12488.0,-3496.0,1525.0,1365.0,1,5.0
12893,10892.0,-12404.0,-3464.0,1478.0,1338.0,1,5.0
12895,10976.0,-12300.0,-3532.0,1483.0,1335.0,1,5.0
12897,10940.0,-12348.0,-3576.0,1477.0,1335.0,1,5.0
12899,10932.0,-12396.0,-3624.0,1488.0,1345.0,1,5.0
12901,11016.0,-12368.0,-3592.0,1424.0,1296.0,1,5.0
12903,10936.0,-12472.0,-3448.0,1475.0,1334.0,1,5.0
12905,10908.0,-12412.0,-3400.0,1481.0,1328.0,1,5.0
12907,10896.0,-12492.0,-3460.0,1474.0,1335.0,1,5.0
12909,10916.0,-12368.0,-3448.0,1483.0,1325.0,1,5.0
12911,10868.0,-12364.0,-3532.0,1441.0,1296.0,1,5.0
12913,10864.0,-12400.0,-3320.0,1478.0,1339.0,1,5.0
12915,10828.0,-12404.0,-3416.0,1478.0,1335.0,1,5.0
12917,10884.0,-12348.0,-3452.0,1477.0,1335.0,1,5.0
12919,10832.0,-12384.0,-3348.0,1475.0,1302.0,1,5.0
12921,10924.0,-12524.0,-3424.0,1520.0,1370.0,1,5.0
12923,10860.0,-12384.0,-3436.0,1468.0,1330.0,1,5.0
12925,11080.0,-12428.0,-3552.0,1478.0,1334.0,1,5.0
12927,11004.0,-12396.0,-3452.0,1478.0,1334.0,1,5.0
12929,10932.0,-12436.0,-3392.0,1491.0,1337.0,1,5.0
12931,11052.0,-12572.0,-3344.0,1488.0,1375.0,1,5.0
12933,10996.0,-12524.0,-3308.0,1520.0,1318.0,1,5.0
12935,10924.0,-12452.0,-3336.0,1472.0,1338.0,1,5.0
12937,10780.0,-12492.0,-3492.0,1473.0,1334.0,1,5.0
12939,10816.0,-12280.0,-3688.0,1488.0,1339.0,1,5.0
12941,10532.0,-12236.0,-3596.0,1511.0,1349.0,1,5.0
12943,10648.0,-12332.0,-3512.0,1502.0,1355.0,1,5.0
12945,10692.0,-12532.0,-3436.0,1473.0,1335.0,1,5.0
12947,10916.0,-12516.0,-3484.0,1473.0,1333.0,1,5.0
12949,10876.0,-12512.0,-3604.0,1459.0,1333.0,1,5.0
12951,10808.0,-12556.0,-3372.0,1489.0,1339.0,1,5.0
12953,10972.0,-12404.0,-3368.0,1493.0,1349.0,1,5.0
12955,10848.0,-12408.0,-3304.0,1472.0,1335.0,1,5.0
12957,10972.0,-12436.0,-3292.0,1470.0,1335.0,1,5.0
12959,10952.0,-12404.0,-3468.0,1488.0,1334.0,1,5.0
12961,10908.0,-12492.0,-3448.0,1478.0,1328.0,1,5.0
12963,10948.0,-12440.0,-3496.0,1447.0,1296.0,1,5.0
12965,10976.0,-12392.0,-3292.0,1476.0,1338.0,1,5.0
12967,10868.0,-12400.0,-3392.0,1475.0,1336.0,1,5.0
12969,10892.0,-12384.0,-3564.0,1478.0,1347.0,1,5.0
12971,10840.0,-12560.0,-3472.0,1476.0,1328.0,1,5.0
12973,10992.0,-12456.0,-3632.0,1501.0,1376.0,1,5.0
12975,10832.0,-12344.0,-3596.0,1468.0,1334.0,1,5.0
12977,10900.0,-12356.0,-3404.0,1474.0,1338.0,1,5.0
12979,10884.0,-12352.0,-3324.0,1481.0,1345.0,1,5.0
12981,10876.0,-12364.0,-3308.0,1474.0,1333.0,1,5.0
12983,10876.0,-12332.0,-3516.0,1514.0,1374.0,1,5.0
12985,10748.0,-12416.0,-3340.0,1473.0,1335.0,1,5.0
12987,10876.0,-12460.0,-3308.0,1474.0,1333.0,1,5.0
12989,10884.0,-12448.0,-3364.0,1475.0,1344.0,1,5.0
12991,11000.0,-12468.0,-3308.0,1474.0,1349.0,1,5.0
12993,10924.0,-12452.0,-3228.0,1420.0,1347.0,1,5.0
12995,10936.0,-12512.0,-3360.0,1478.0,1334.0,1,5.0
12997,10928.0,-12520.0,-3428.0,1477.0,1334.0,1,5.0
12999,10712.0,-12264.0,-3432.0,1475.0,1334.0,1,5.0
13001,10944.0,-12352.0,-3336.0,1461.0,1334.0,1,5.0
13003,10956.0,-12304.0,-3556.0,1418.0,1307.0,1,5.0
13005,10896.0,-12412.0,-3352.0,1474.0,1338.0,1,5.0
13007,10916.0,-12392.0,-3372.0,1474.0,1338.0,1,5.0
13009,10848.0,-12384.0,-3412.0,1489.0,1337.0,1,5.0
13011,10968.0,-12384.0,-3348.0,1467.0,1339.0,1,5.0
13013,10892.0,-12416.0,-3376.0,1522.0,1303.0,1,5.0
13015,10944.0,-12332.0,-3380.0,1473.0,1335.0,1,5.0
13017,10920.0,-12340.0,-3552.0,1467.0,1334.0,1,5.0
13019,10912.0,-12400.0,-3532.0,1472.0,1338.0,1,5.0
13021,10972.0,-12352.0,-3308.0,1495.0,1336.0,1,5.0
13023,10780.0,-12376.0,-3372.0,1530.0,1367.0,1,5.0
13025,10796.0,-12340.0,-3536.0,1477.0,1339.0,1,5.0
13027,10876.0,-12344.0,-3412.0,1472.0,1339.0,1,5.0
13029,10928.0,-12384.0,-3468.0,1466.0,1339.0,1,5.0
13031,10980.0,-12316.0,-3404.0,1487.0,1334.0,1,5.0
13033,10908.0,-12464.0,-3332.0,1435.0,1371.0,1,5.0
13035,10976.0,-12280.0,-3356.0,1483.0,1331.0,1,5.0
13037,10864.0,-12412.0,-3428.0,1472.0,1334.0,1,5.0
13039,10964.0,-12372.0,-3276.0,1474.0,1337.0,1,5.0
13041,10872.0,-12408.0,-3328.0,1473.0,1328.0,1,5.0
13043,10920.0,-12428.0,-3244.0,1430.0,1303.0,1,5.0
13045,10840.0,-12484.0,-3260.0,1470.0,1338.0,1,5.0
13047,10944.0,-12380.0,-3424.0,1472.0,1336.0,1,5.0
13049,10992.0,-12428.0,-3420.0,1473.0,1334.0,1,5.0
13051,10916.0,-12408.0,-3628.0,1472.0,1325.0,1,5.0
13053,10924.0,-12240.0,-3720.0,1514.0,1308.0,1,5.0
13055,10832.0,-12204.0,-3372.0,1474.0,1339.0,1,5.0
13057,10952.0,-12352.0,-3584.0,1477.0,1335.0,1,5.0
13059,10728.0,-12468.0,-3472.0,1478.0,1335.0,1,5.0
13061,10824.0,-12456.0,-3504.0,1469.0,1345.0,1,5.0
13063,10860.0,-12364.0,-3440.0,1513.0,1369.0,1,5.0
13065,10976.0,-12408.0,-3408.0,1474.0,1330.0,1,5.0
13067,10900.0,-12304.0,-3448.0,1473.0,1335.0,1,5.0
13069,10996.0,-12308.0,-3420.0,1510.0,1338.0,1,5.0
13071,11076.0,-12312.0,-3320.0,1465.0,1341.0,1,5.0
13073,11092.0,-12356.0,-3360.0,1405.0,1360.0,1,5.0
13075,11032.0,-12332.0,-3448.0,1472.0,1341.0,1,5.0
13077,10748.0,-12360.0,-3360.0,1472.0,1334.0,1,5.0
13079,10792.0,-12408.0,-3492.0,1476.0,1332.0,1,5.0
13081,10744.0,-12328.0,-3420.0,1447.0,1330.0,1,5.0
13083,10764.0,-12352.0,-3572.0,1419.0,1298.0,1,5.0
13085,10784.0,-12404.0,-3548.0,1472.0,1329.0,1,5.0
13087,10740.0,-12324.0,-3512.0,1471.0,1328.0,1,5.0
13089,10768.0,-12376.0,-3516.0,1469.0,1325.0,1,5.0
13091,10680.0,-12288.0,-3340.0,1459.0,1323.0,1,5.0
13093,10832.0,-12352.0,-3320.0,1526.0,1282.0,1,5.0
13095,10748.0,-12392.0,-3728.0,1473.0,1323.0,1,5.0
13097,10736.0,-12616.0,-3532.0,1472.0,1326.0,1,5.0
13099,10704.0,-12652.0,-3560.0,1467.0,1328.0,1,5.0
13101,10528.0,-12668.0,-3508.0,1483.0,1323.0,1,5.0
13103,10092.0,-12812.0,-3552.0,1505.0,1347.0,1,5.0
13105,10304.0,-12464.0,-3592.0,1445.0,1305.0,1,5.0
13107,10132.0,-12480.0,-3476.0,1471.0,1305.0,1,5.0
13109,9984.0,-12312.0,-3388.0,1473.0,1299.0,1,1.0
13111,9676.0,-12160.0,-3720.0,1469.0,1303.0,1,1.0
13113,9452.0,-12248.0,-3836.0,1475.0,1328.0,1,1.0
13115,9596.0,-12348.0,-4060.0,1456.0,1275.0,1,1.0
13117,9492.0,-12388.0,-4032.0,1456.0,1296.0,1,1.0
13119,9236.0,-12264.0,-4584.0,1467.0,1294.0,1,1.0
13121,9656.0,-12188.0,-3748.0,1450.0,1282.0,1,1.0
13123,9192.0,-12356.0,-4436.0,1451.0,1301.0,1,1.0
13125,9404.0,-12436.0,-3884.0,1465.0,1323.0,1,1.0
13127,8632.0,-12132.0,-4336.0,1441.0,1281.0,1,1.0
13129,8884.0,-12000.0,-4608.0,1424.0,1253.0,1,1.0
13131,9468.0,-12156.0,-4208.0,1424.0,1255.0,1,1.0
13133,8968.0,-12356.0,-4736.0,1399.0,1241.0,1,1.0
13135,8440.0,-11948.0,-5200.0,1381.0,1259.0,1,1.0
13137,9324.0,-12868.0,-3976.0,1381.0,1222.0,1,1.0
13139,8796.0,-12988.0,-3984.0,1370.0,1219.0,1,1.0
13141,9520.0,-13700.0,-3024.0,1344.0,1211.0,1,1.0
13143,8488.0,-13048.0,-3964.0,1351.0,1168.0,1,1.0
13145,7496.0,-13020.0,-4460.0,1333.0,1152.0,1,1.0
13147,5316.0,-9932.0,-6760.0,1345.0,1162.0,1,1.0
13149,8264.0,-12328.0,-4464.0,1344.0,1163.0,1,1.0
13151,8640.0,-13340.0,-4432.0,1328.0,1160.0,1,1.0
13153,8192.0,-13616.0,-3540.0,1333.0,1163.0,1,1.0
13155,6924.0,-13628.0,-4212.0,1346.0,1121.0,1,1.0
13157,5820.0,-12756.0,-5092.0,1329.0,1132.0,1,1.0
13159,6732.0,-13524.0,-5468.0,1333.0,1129.0,1,1.0
13161,6820.0,-13984.0,-5552.0,1360.0,1130.0,1,1.0
13163,6996.0,-13752.0,-5000.0,1317.0,1137.0,1,1.0
13165,6228.0,-13880.0,-4780.0,1346.0,1115.0,1,1.0
13167,5664.0,-13760.0,-4692.0,1312.0,1088.0,1,1.0
13169,5008.0,-14100.0,-4996.0,1313.0,1078.0,1,1.0
13171,4864.0,-14492.0,-5064.0,1313.0,1075.0,1,1.0
13173,4892.0,-14508.0,-4952.0,1286.0,1065.0,1,1.0
13175,4820.0,-14920.0,-5092.0,1322.0,1062.0,1,1.0
13177,4748.0,-15120.0,-5588.0,1273.0,1031.0,1,1.0
13179,4728.0,-15252.0,-5504.0,1255.0,1014.0,1,1.0
13181,3920.0,-15144.0,-5912.0,1217.0,1008.0,1,1.0
13183,3480.0,-14864.0,-5928.0,1232.0,983.0,0,1.0
13185,3664.0,-15384.0,-5848.0,1187.0,934.0,0,1.0
13187,3308.0,-14544.0,-5272.0,1216.0,955.0,0,1.0
13189,3396.0,-14780.0,-5196.0,1213.0,943.0,0,1.0
13191,3064.0,-15112.0,-5108.0,1214.0,923.0,0,1.0
13193,2560.0,-15460.0,-5160.0,1221.0,912.0,0,1.0
13195,2372.0,-15324.0,-5004.0,1166.0,851.0,0,1.0
13197,1600.0,-15096.0,-5708.0,1193.0,843.0,0,1.0
13199,1152.0,-15452.0,-5812.0,1189.0,819.0,0,1.0
13201,1004.0,-15100.0,-5424.0,1168.0,786.0,0,1.0
13203,88.0,-15324.0,-5636.0,1181.0,778.0,0,1.0
13205,-1056.0,-15420.0,-5848.0,1225.0,781.0,0,1.0
13207,-840.0,-15940.0,-5560.0,1178.0,683.0,0,1.0
13209,-1140.0,-16672.0,-5920.0,1178.0,651.0,0,1.0
13211,-1624.0,-16692.0,-5652.0,1170.0,586.0,0,1.0
13213,-2348.0,-16348.0,-5548.0,1193.0,391.0,0,1.0
13215,-2624.0,-16596.0,-6224.0,1138.0,368.0,0,1.0
13217,-2992.0,-16348.0,-5500.0,1155.0,334.0,0,1.0
13219,-3152.0,-16012.0,-5528.0,1148.0,323.0,0,1.0
13221,-3724.0,-16104.0,-5764.0,1134.0,306.0,0,1.0
13223,-4276.0,-16204.0,-6508.0,1155.0,297.0,0,1.0
13225,-4808.0,-15864.0,-6648.0,1086.0,273.0,0,1.0
13227,-4840.0,-15500.0,-6640.0,1136.0,285.0,0,1.0
13229,-4624.0,-15740.0,-6216.0,1136.0,276.0,0,1.0
13231,-4316.0,-15940.0,-5444.0,1117.0,268.0,0,1.0
13233,-4288.0,-15580.0,-4896.0,1136.0,272.0,0,1.0
13235,-4680.0,-15608.0,-4884.0,1087.0,261.0,0,1.0
13237,-4932.0,-15388.0,-5016.0,1121.0,270.0,0,1.0
13239,-5316.0,-14960.0,-5392.0,1125.0,198.0,0,1.0
13241,-5396.0,-14652.0,-5652.0,1117.0,208.0,0,1.0
13243,-5340.0,-14704.0,-5332.0,1110.0,190.0,0,1.0
13245,-5332.0,-14484.0,-4856.0,1101.0,171.0,0,1.0
13247,-5392.0,-14088.0,-4544.0,1087.0,144.0,0,1.0
13249,-5788.0,-13924.0,-4132.0,1081.0,135.0,0,1.0
13251,-6288.0,-13928.0,-4132.0,1072.0,144.0,0,1.0
13253,-6584.0,-14368.0,-4452.0,1082.0,129.0,0,1.0
13255,-6848.0,-14428.0,-4612.0,1100.0,144.0,0,1.0
13257,-7192.0,-14456.0,-4948.0,1072.0,128.0,0,1.0
13259,-7576.0,-14048.0,-4716.0,1077.0,127.0,0,1.0
13261,-7812.0,-13812.0,-4252.0,1052.0,130.0,0,1.0
13263,-7988.0,-13576.0,-4184.0,1054.0,0.0,0,1.0
13265,-8332.0,-13276.0,-4356.0,1049.0,0.0,0,1.0
13267,-8328.0,-13272.0,-4212.0,1015.0,0.0,0,1.0
13269,-8308.0,-13076.0,-4396.0,1011.0,0.0,0,1.0
13271,-8604.0,-12848.0,-4092.0,1019.0,0.0,0,1.0
13273,-8764.0,-12976.0,-4140.0,1015.0,0.0,0,1.0
13275,-8940.0,-12764.0,-4100.0,1033.0,0.0,0,1.0
13277,-9228.0,-12704.0,-3852.0,1032.0,0.0,0,1.0
13279,-9720.0,-12480.0,-3652.0,1035.0,0.0,0,1.0
13281,-9988.0,-12308.0,-3668.0,1045.0,0.0,0,1.0
13283,-10128.0,-12028.0,-3712.0,1029.0,0.0,0,1.0
13285,-10308.0,-12028.0,-3860.0,1009.0,0.0,0,1.0
13287,-10280.0,-11956.0,-3572.0,1023.0,0.0,0,1.0
13289,-10504.0,-11904.0,-3396.0,1037.0,0.0,0,1.0
13291,-10736.0,-11696.0,-2784.0,1021.0,0.0,0,1.0
13293,-10972.0,-11544.0,-2384.0,1040.0,0.0,0,1.0
13295,-11092.0,-10744.0,-2624.0,1021.0,0.0,0,1.0
13297,-11644.0,-10644.0,-2808.0,1040.0,0.0,0,1.0
13299,-11740.0,-11064.0,-3172.0,1008.0,0.0,0,1.0
13301,-12128.0,-11392.0,-2788.0,1002.0,0.0,0,1.0
13303,-11840.0,-10232.0,-3096.0,1008.0,0.0,0,1.0
13305,-12652.0,-11148.0,-2212.0,1063.0,0.0,0,1.0
13307,-12432.0,-9780.0,-2224.0,1061.0,0.0,0,1.0
13309,-12036.0,-10316.0,-2184.0,1065.0,0.0,0,1.0
13311,-12284.0,-10608.0,-1996.0,1042.0,0.0,0,1.0
13313,-12560.0,-9544.0,-3288.0,1059.0,0.0,0,1.0
13315,-12388.0,-11940.0,-2832.0,1062.0,0.0,0,1.0
13317,-12132.0,-9412.0,-2560.0,1070.0,0.0,0,1.0
13319,-13308.0,-8404.0,-1640.0,1072.0,0.0,0,1.0
13321,-13328.0,-8464.0,-2352.0,1073.0,0.0,0,1.0
13323,-12832.0,-9764.0,-2240.0,1098.0,0.0,0,1.0
13325,-13416.0,-9396.0,-2536.0,1047.0,0.0,0,1.0
13327,-13348.0,-9664.0,-3040.0,1088.0,0.0,0,1.0
13329,-13492.0,-8832.0,-2908.0,1093.0,0.0,0,1.0
13331,-13516.0,-8788.0,-2716.0,1099.0,0.0,0,1.0
13333,-13608.0,-9360.0,-2732.0,1089.0,0.0,0,1.0
13335,-13572.0,-9368.0,-2432.0,1073.0,0.0,0,1.0
13337,-13472.0,-9300.0,-2664.0,1101.0,0.0,0,1.0
13339,-13672.0,-9108.0,-2356.0,1099.0,0.0,0,1.0
13341,-13456.0,-8988.0,-2288.0,1101.0,0.0,0,1.0
13343,-13752.0,-8868.0,-2184.0,1107.0,0.0,0,1.0
13345,-13580.0,-8892.0,-2236.0,1152.0,0.0,0,1.0
13347,-13960.0,-8304.0,-1772.0,1104.0,0.0,0,1.0
13349,-13940.0,-8316.0,-1996.0,1120.0,0.0,0,1.0
13351,-13924.0,-8308.0,-1744.0,1120.0,0.0,0,1.0
13353,-14192.0,-8172.0,-1728.0,1120.0,0.0,0,1.0
13355,-14308.0,-8228.0,-1816.0,1118.0,0.0,0,1.0
13357,-14480.0,-8004.0,-1720.0,1168.0,0.0,0,1.0
13359,-14536.0,-7948.0,-1868.0,1121.0,0.0,0,1.0
13361,-14620.0,-7588.0,-1728.0,1119.0,0.0,0,1.0
13363,-14724.0,-7620.0,-1684.0,1138.0,0.0,0,1.0
13365,-14640.0,-7472.0,-1696.0,1145.0,0.0,0,1.0
13367,-14632.0,-7472.0,-1712.0,1169.0,0.0,0,1.0
13369,-14460.0,-7252.0,-1476.0,1168.0,0.0,0,1.0
13371,-14464.0,-7404.0,-1588.0,1168.0,0.0,0,1.0
13373,-14552.0,-7344.0,-1652.0,1174.0,0.0,0,1.0
13375,-14372.0,-7416.0,-1764.0,1179.0,0.0,0,1.0
13377,-14372.0,-7432.0,-1636.0,1168.0,0.0,0,1.0
13379,-14428.0,-7352.0,-1560.0,1169.0,0.0,0,1.0
13381,-14344.0,-7284.0,-1776.0,1168.0,0.0,0,1.0
13383,-14332.0,-7336.0,-1736.0,1179.0,0.0,0,1.0
13385,-14256.0,-7256.0,-1752.0,1166.0,0.0,0,1.0
13387,-14136.0,-7356.0,-1764.0,1168.0,0.0,0,1.0
13389,-14192.0,-7384.0,-1900.0,1170.0,0.0,0,1.0
13391,-14052.0,-7340.0,-1868.0,1163.0,0.0,0,1.0
13393,-14136.0,-7288.0,-1928.0,1166.0,0.0,0,1.0
13395,-14152.0,-7392.0,-2004.0,1205.0,0.0,0,1.0
13397,-14172.0,-7316.0,-2012.0,1162.0,0.0,0,1.0
13399,-14188.0,-7416.0,-1872.0,1159.0,0.0,0,1.0
13401,-14024.0,-7608.0,-1960.0,1158.0,0.0,0,1.0
13403,-14092.0,-7544.0,-1992.0,1174.0,0.0,0,1.0
13405,-13984.0,-7476.0,-1804.0,1169.0,0.0,0,1.0
13407,-13844.0,-7468.0,-1852.0,1168.0,0.0,0,1.0
13409,-13740.0,-7384.0,-1636.0,1169.0,0.0,0,1.0
13411,-13820.0,-7316.0,-1572.0,1170.0,0.0,0,1.0
13413,-13888.0,-7288.0,-1648.0,1175.0,0.0,0,1.0
13415,-13904.0,-7284.0,-1732.0,1114.0,0.0,0,1.0
13417,-13944.0,-7276.0,-1724.0,1167.0,0.0,0,1.0
13419,-13724.0,-7284.0,-1852.0,1166.0,0.0,0,1.0
13421,-13728.0,-7400.0,-1904.0,1159.0,0.0,0,1.0
13423,-13744.0,-7412.0,-1820.0,1168.0,0.0,0,1.0
13425,-13848.0,-7548.0,-1868.0,1152.0,0.0,0,1.0
13427,-13820.0,-7524.0,-1860.0,1167.0,0.0,0,1.0
13429,-13684.0,-7612.0,-1704.0,1168.0,0.0,0,1.0
13431,-13768.0,-7608.0,-1732.0,1166.0,0.0,0,1.0
13433,-13852.0,-7492.0,-1748.0,1168.0,0.0,0,1.0
13435,-13912.0,-7536.0,-1772.0,1199.0,0.0,0,1.0
13437,-13904.0,-7576.0,-1948.0,1148.0,0.0,0,1.0
13439,-13904.0,-7500.0,-1892.0,1174.0,0.0,0,1.0
13441,-13888.0,-7548.0,-1652.0,1168.0,0.0,0,1.0
13443,-14064.0,-7408.0,-1864.0,1171.0,0.0,0,1.0
13445,-14044.0,-7440.0,-1736.0,1153.0,0.0,0,1.0
13447,-14168.0,-7416.0,-1880.0,1136.0,0.0,0,1.0
13449,-13976.0,-7452.0,-1764.0,1168.0,0.0,0,1.0
13451,-14228.0,-7444.0,-1828.0,1168.0,0.0,0,1.0
13453,-14220.0,-7388.0,-1724.0,1183.0,0.0,0,1.0
13455,-14220.0,-7352.0,-1624.0,1171.0,0.0,0,1.0
13457,-14064.0,-7264.0,-1556.0,1200.0,0.0,0,1.0
13459,-13956.0,-7296.0,-1796.0,1165.0,0.0,0,1.0
13461,-14124.0,-7436.0,-1804.0,1168.0,0.0,0,1.0
13463,-14100.0,-7340.0,-1764.0,1169.0,0.0,0,1.0
13465,-14000.0,-7396.0,-1844.0,1173.0,0.0,0,1.0
13467,-13976.0,-7476.0,-1956.0,1216.0,0.0,0,1.0
13469,-13908.0,-7432.0,-1832.0,1174.0,0.0,0,1.0
13471,-13868.0,-7340.0,-1856.0,1172.0,0.0,0,1.0
13473,-13932.0,-7344.0,-1988.0,1179.0,0.0,0,1.0
13475,-13724.0,-7424.0,-1860.0,1172.0,0.0,0,1.0
13477,-13996.0,-7332.0,-1968.0,1122.0,0.0,0,1.0
13479,-14084.0,-7336.0,-2028.0,1174.0,0.0,0,1.0
13481,-13932.0,-7416.0,-2024.0,1168.0,0.0,0,1.0
13483,-13916.0,-7284.0,-2040.0,1173.0,0.0,0,1.0
13485,-13916.0,-7296.0,-2064.0,1166.0,0.0,0,1.0
13487,-13900.0,-7236.0,-2024.0,1119.0,0.0,0,1.0
13489,-13964.0,-7276.0,-1976.0,1177.0,0.0,0,1.0
13491,-13960.0,-7264.0,-1960.0,1168.0,0.0,0,1.0
13493,-14004.0,-7276.0,-2168.0,1168.0,0.0,0,1.0
13495,-14036.0,-7216.0,-2140.0,1155.0,0.0,0,1.0
13497,-13988.0,-7128.0,-2128.0,1214.0,0.0,0,1.0
13499,-13924.0,-7120.0,-2104.0,1168.0,0.0,0,1.0
13501,-14000.0,-7208.0,-2232.0,1168.0,0.0,0,1.0
13503,-14172.0,-7236.0,-2120.0,1175.0,0.0,0,1.0
13505,-14072.0,-7224.0,-2160.0,1184.0,0.0,0,1.0
13507,-14012.0,-7280.0,-2140.0,1219.0,0.0,0,1.0
13509,-14144.0,-7336.0,-2148.0,1176.0,0.0,0,1.0
13511,-13992.0,-7240.0,-2188.0,1174.0,0.0,0,1.0
13513,-13956.0,-7256.0,-2072.0,1178.0,0.0,0,1.0
13515,-13848.0,-7104.0,-2120.0,1194.0,0.0,0,1.0
13517,-13784.0,-7128.0,-2160.0,1169.0,0.0,0,1.0
13519,-13852.0,-7232.0,-2192.0,1174.0,0.0,0,1.0
13521,-13904.0,-7332.0,-2204.0,1178.0,0.0,0,1.0
13523,-13896.0,-7176.0,-2240.0,1179.0,0.0,0,1.0
13525,-13744.0,-7216.0,-2116.0,1179.0,0.0,0,1.0
13527,-13736.0,-7248.0,-2296.0,1152.0,0.0,0,1.0
13529,-13684.0,-7232.0,-2240.0,1177.0,0.0,0,1.0
13531,-13780.0,-7336.0,-2292.0,1174.0,0.0,0,1.0
13533,-13692.0,-7412.0,-2224.0,1179.0,0.0,0,1.0
13535,-13680.0,-7400.0,-2304.0,1171.0,0.0,0,1.0
13537,-13680.0,-7328.0,-2212.0,1190.0,0.0,0,1.0
13539,-13524.0,-7284.0,-2384.0,1175.0,0.0,0,1.0
13541,-13484.0,-7168.0,-2328.0,1173.0,0.0,0,1.0
13543,-13240.0,-7284.0,-2288.0,1173.0,0.0,0,1.0
13545,-13292.0,-7160.0,-2316.0,1169.0,0.0,0,1.0
13547,-13488.0,-7116.0,-2264.0,1205.0,0.0,0,1.0
13549,-13864.0,-7316.0,-2308.0,1179.0,0.0,0,1.0
13551,-14304.0,-7472.0,-2664.0,1171.0,0.0,0,1.0
13553,-14532.0,-7492.0,-2520.0,1167.0,0.0,0,1.0
13555,-14752.0,-7268.0,-2256.0,1178.0,0.0,0,1.0
13557,-14600.0,-7116.0,-2116.0,1152.0,0.0,0,1.0
13559,-14532.0,-7020.0,-1800.0,1180.0,0.0,0,1.0
13561,-14428.0,-7004.0,-1488.0,1175.0,0.0,0,1.0
13563,-14548.0,-6960.0,-1592.0,1183.0,0.0,0,1.0
13565,-14604.0,-6988.0,-1604.0,1171.0,0.0,0,1.0
13567,-14356.0,-7032.0,-1476.0,1147.0,0.0,0,1.0
13569,-14352.0,-6920.0,-1572.0,1182.0,0.0,0,1.0
13571,-14428.0,-6996.0,-1724.0,1179.0,0.0,0,1.0
13573,-14364.0,-7140.0,-2032.0,1179.0,0.0,0,1.0
13575,-14200.0,-7012.0,-1616.0,1170.0,0.0,0,1.0
13577,-14072.0,-6944.0,-1840.0,1189.0,0.0,0,1.0
13579,-14116.0,-7008.0,-1724.0,1174.0,0.0,0,1.0
13581,-14072.0,-7104.0,-1836.0,1182.0,0.0,0,1.0
13583,-14100.0,-7180.0,-1860.0,1176.0,0.0,0,1.0
13585,-13968.0,-7248.0,-1908.0,1170.0,0.0,0,1.0
13587,-13980.0,-7312.0,-1868.0,1197.0,0.0,0,1.0
13589,-13848.0,-7300.0,-1828.0,1178.0,0.0,0,1.0
13591,-13928.0,-7280.0,-1900.0,1174.0,0.0,0,1.0
13593,-13904.0,-7384.0,-1896.0,1173.0,0.0,0,1.0
13595,-13952.0,-7440.0,-1820.0,1175.0,0.0,0,1.0
13597,-14036.0,-7460.0,-2040.0,1180.0,0.0,0,1.0
13599,-14036.0,-7392.0,-2156.0,1187.0,0.0,0,1.0
13601,-14072.0,-7324.0,-1952.0,1173.0,0.0,0,1.0
13603,-14004.0,-7236.0,-2136.0,1179.0,0.0,0,1.0
13605,-14060.0,-7232.0,-1888.0,1178.0,0.0,0,1.0
13607,-13980.0,-7200.0,-2136.0,1159.0,0.0,0,1.0
13609,-13996.0,-7264.0,-1836.0,1216.0,0.0,0,1.0
13611,-13968.0,-7252.0,-1920.0,1172.0,0.0,0,1.0
13613,-14068.0,-7204.0,-2096.0,1186.0,0.0,0,1.0
13615,-13968.0,-7320.0,-2084.0,1182.0,0.0,0,1.0
13617,-14004.0,-7356.0,-2076.0,1189.0,0.0,0,1.0
