AcX,AcY,AcZ,FSR A,FSR B
2060,-16596,1404,1567,0
,,,,
1932,-16508,1448,1547,0
,,,,
2024,-16556,1680,1581,0
,,,,
2012,-16648,1712,1578,0
,,,,
2020,-16492,1648,1579,0
,,,,
2008,-16448,1616,1571,0
,,,,
2000,-16416,1592,1616,0
,,,,
2028,-16484,1624,1589,0
,,,,
1964,-16412,1476,1578,0
,,,,
1964,-16200,1448,1579,0
,,,,
2044,-16160,1700,1582,0
,,,,
1964,-16284,1680,1559,0
,,,,
2060,-16368,1648,1583,0
,,,,
2140,-16560,1556,1582,0
,,,,
1884,-16648,1568,1581,0
,,,,
2000,-16664,1544,1583,0
,,,,
2068,-16688,1380,1554,0
,,,,
2052,-16772,1524,1570,0
,,,,
1936,-16672,1668,1577,0
,,,,
1960,-16672,1616,1581,0
,,,,
1936,-16532,1688,1584,0
,,,,
1928,-16496,1768,1607,0
,,,,
1892,-16612,1704,1579,0
,,,,
2152,-16632,1744,1584,0
,,,,
2084,-16752,1800,1579,0
,,,,
1796,-16768,1640,1584,0
,,,,
1948,-16772,1704,1614,0
,,,,
2148,-16744,1816,1583,0
,,,,
2204,-16804,1756,1583,0
,,,,
1984,-16832,1712,1579,0
,,,,
2012,-16888,1624,1590,0
,,,,
1924,-16956,1828,1552,0
,,,,
2028,-16772,1920,1580,0
,,,,
2008,-16652,1852,1571,0
,,,,
1940,-16676,1748,1577,0
,,,,
2060,-16760,1668,1552,0
,,,,
1980,-16724,1680,1575,0
,,,,
1964,-16672,1740,1579,0
,,,,
2040,-16700,1844,1583,0
,,,,
1940,-16636,1776,1578,0
,,,,
1924,-16648,1656,1585,0
,,,,
1992,-16704,1500,1616,0
,,,,
2168,-16636,1752,1580,0
,,,,
1976,-16592,1640,1571,0
,,,,
1964,-16404,1624,1577,0
,,,,
1976,-16420,1712,1582,0
,,,,
2048,-16304,1644,1587,0
,,,,
2012,-16412,1716,1580,0
,,,,
2260,-16428,1604,1584,0
,,,,
1956,-16568,1408,1569,0
,,,,
1880,-16456,1516,1584,0
,,,,
2080,-16380,1812,1595,0
,,,,
2112,-16372,1704,1577,0
,,,,
2064,-16452,1616,1581,0
,,,,
2072,-16452,1612,1565,0
,,,,
2100,-16392,1600,1574,0
,,,,
1932,-16396,1632,1584,0
,,,,
1888,-16272,1700,1575,0
,,,,
2000,-16392,1844,1579,0
,,,,
2092,-16476,1828,1594,0
,,,,
2128,-16504,1828,1583,0
,,,,
2076,-16576,1720,1571,0
,,,,
1984,-16512,1752,1582,0
,,,,
2024,-16572,1656,1578,0
,,,,
2284,-16632,1692,1571,0
,,,,
2092,-16592,1752,1579,0
,,,,
1992,-16440,1828,1607,0
,,,,
1972,-16408,1828,1579,0
,,,,
1868,-16432,1856,1584,0
,,,,
1852,-16628,1828,1580,0
,,,,
2140,-16772,1992,1584,0
,,,,
2156,-16860,1900,1551,0
,,,,
2096,-16808,1820,1582,0
,,,,
2208,-16784,1860,1584,0
,,,,
2112,-16540,1708,1584,0
,,,,
1892,-16396,1888,1582,0
,,,,
1964,-16380,1980,1527,0
,,,,
2048,-16700,2176,1581,0
,,,,
2136,-16892,2104,1583,0
,,,,
2172,-16988,1836,1579,0
,,,,
2012,-16860,1784,1555,0
,,,,
2048,-16748,1620,1600,0
,,,,
1960,-16668,1808,1582,0
,,,,
1944,-16504,1888,1579,0
,,,,
1832,-16404,1932,1579,0
,,,,
1896,-16252,1904,1582,0
,,,,
1800,-16212,1844,1605,0
,,,,
1968,-16396,2048,1578,0
,,,,
2092,-16564,1792,1575,0
,,,,
1888,-16456,1680,1558,0
,,,,
1988,-16600,1524,1581,0
,,,,
1940,-16580,1792,1599,0
,,,,
2100,-16568,1824,1577,0
,,,,
2000,-16404,1884,1575,0
,,,,
1972,-16456,2104,1564,0
,,,,
1976,-16424,2004,1580,0
,,,,
1956,-16432,1836,1579,0
,,,,
1900,-16536,1820,1584,0
,,,,
1872,-16604,1912,1580,0
,,,,
2032,-16780,1772,1587,0
,,,,
2244,-16944,1888,1584,0
,,,,
2124,-16752,1752,1584,0
,,,,
1936,-16688,1856,1582,0
,,,,
1916,-16616,1972,1582,0
,,,,
1848,-16584,1916,1578,0
,,,,
1948,-16576,1840,1583,0
,,,,
1920,-16700,1764,1598,0
,,,,
2112,-16652,1772,1584,0
,,,,
2092,-16612,1632,1583,0
,,,,
1992,-16680,1748,1578,0
,,,,
1772,-16836,1704,1586,0
,,,,
2148,-16916,1928,1566,0
,,,,
2140,-16716,1904,1580,0
,,,,
2008,-16596,1688,1581,0
,,,,
1876,-16464,1940,1584,0
,,,,
2032,-16460,1840,1571,0
,,,,
2020,-16632,1872,1550,0
,,,,
1956,-16764,1812,1581,0
,,,,
1988,-16960,1892,1581,0
,,,,
1992,-16928,1800,1577,0
,,,,
2052,-16740,1836,1565,0
,,,,
1924,-16444,1720,1594,0
,,,,
1860,-16420,1880,1584,0
,,,,
2068,-16504,1856,1579,0
,,,,
2164,-16652,1740,1582,0
,,,,
2092,-16684,1804,1584,0
,,,,
1876,-16548,1712,1610,0
,,,,
1876,-16328,1716,1581,0
,,,,
1968,-16232,1968,1584,0
,,,,
2188,-16472,1808,1572,0
,,,,
2184,-16668,1684,1520,0
,,,,
2096,-16676,1784,1567,0
,,,,
2136,-16544,1868,1581,0
,,,,
2060,-16560,1656,1583,0
,,,,
2120,-16368,1756,1569,0
,,,,
2060,-16444,1728,1529,0
,,,,
2100,-16608,1800,1581,0
,,,,
2180,-16668,1820,1581,0
,,,,
2096,-16636,1668,1585,0
,,,,
2048,-16504,1744,1591,0
,,,,
2032,-16512,1828,1553,0
,,,,
2032,-16472,1736,1582,0
,,,,
2008,-16476,1792,1583,0
,,,,
2080,-16580,2000,1557,0
,,,,
2300,-16504,2168,1591,0
,,,,
2352,-16524,1944,1616,0
,,,,
2236,-16568,1740,1582,0
,,,,
2164,-16556,1756,1581,0
,,,,
2024,-16484,1768,1557,0
,,,,
2060,-16368,1920,1579,0
,,,,
2176,-16228,2112,1610,0
,,,,
2080,-16112,1980,1584,0
,,,,
2092,-16208,1976,1583,0
,,,,
2172,-16488,1852,1584,0
,,,,
2116,-16644,1768,1579,0
,,,,
2080,-16564,1756,1546,0
,,,,
2056,-16756,1860,1575,0
,,,,
2328,-16812,1784,1581,0
,,,,
2260,-16840,1688,1581,0
,,,,
2152,-16616,1680,1578,0
,,,,
2164,-16424,1800,1552,0
,,,,
2184,-16420,1792,1584,0
,,,,
2240,-16536,1764,1583,0
,,,,
2128,-16612,1772,1584,0
,,,,
2008,-16700,1916,1578,0
,,,,
2084,-16856,1808,1609,0
,,,,
2108,-16744,1896,1584,0
,,,,
2164,-16684,1912,1578,0
,,,,
2184,-16712,1720,1584,0
,,,,
2220,-16504,1620,1583,0
,,,,
2084,-16392,1452,1606,0
,,,,
1932,-16308,1740,1582,0
,,,,
2088,-16572,1696,1583,0
,,,,
2164,-16552,1680,1587,0
,,,,
2212,-16564,1648,1581,0
,,,,
2220,-16620,1544,1532,0
,,,,
2196,-16520,1516,1579,0
,,,,
2080,-16264,1448,1581,0
,,,,
2020,-16292,1532,1580,0
,,,,
1848,-16304,1380,1578,0
,,,,
1940,-16408,1620,1535,0
,,,,
1956,-16468,1640,1584,0
,,,,
2164,-16452,1480,1578,0
,,,,
2196,-16364,1556,1584,0
,,,,
2136,-16448,1520,1573,0
,,,,
2032,-16524,1512,1629,0
,,,,
2104,-16452,1512,1585,0
,,,,
2088,-16532,1552,1584,0
,,,,
2152,-16872,1572,1580,0
,,,,
2372,-16704,1552,1586,0
,,,,
2124,-16508,1540,1619,0
,,,,
2144,-16608,1496,1590,0
,,,,
2160,-16456,1608,1584,0
,,,,
2152,-16484,1516,1584,0
,,,,
2196,-16528,1516,1579,0
,,,,
1944,-16528,1200,1553,0
,,,,
2000,-16564,1432,1584,0
,,,,
1880,-16440,1424,1582,0
,,,,
1856,-16332,1420,1585,0
,,,,
1860,-16284,1404,1579,0
,,,,
2060,-16328,1264,1552,0
,,,,
2144,-16376,1240,1584,0
,,,,
2244,-16604,1120,1583,0
,,,,
2072,-16772,1004,1583,0
,,,,
1964,-16820,1036,1584,0
,,,,
2040,-16888,1232,1625,0
,,,,
2164,-17040,1328,1584,0
,,,,
2176,-17044,1244,1588,0
,,,,
2156,-16872,1256,1589,0
,,,,
1940,-16684,1196,1593,0
,,,,
1836,-16620,1288,1623,0
,,,,
1816,-16664,1200,1590,0
,,,,
1912,-16788,1232,1588,0
,,,,
1908,-16972,1160,1587,0
,,,,
1952,-16972,1268,1584,0
,,,,
1984,-17016,1120,1534,0
,,,,
1952,-16968,1008,1586,0
,,,,
1804,-16788,960,1587,0
,,,,
1928,-16868,1152,1593,0
,,,,
2060,-17084,1132,1590,0
,,,,
1952,-17136,1096,1533,0
,,,,
1904,-16948,976,1587,0
,,,,
1816,-16892,1064,1588,0
,,,,
1740,-16716,1116,1593,0
,,,,
1860,-16616,1128,1584,0
,,,,
2132,-16652,1172,1600,0
,,,,
2280,-16748,1060,1586,0
,,,,
2092,-16820,864,1587,0
,,,,
1936,-16732,916,1587,0
,,,,
1864,-16668,964,1584,0
,,,,
1800,-16436,844,1606,0
,,,,
1840,-16480,772,1585,0
,,,,
2120,-16760,964,1584,0
,,,,
2132,-16812,936,1590,0
,,,,
2036,-17112,856,1584,0
,,,,
1976,-16892,796,1605,0
,,,,
1636,-16488,988,1590,0
,,,,
1764,-16316,1064,1591,0
,,,,
1884,-16364,1204,1594,0
,,,,
2136,-16304,1216,1587,0
,,,,
2444,-16768,996,1589,0
,,,,
2328,-16944,908,1594,0
,,,,
2004,-16928,744,1588,0
,,,,
1964,-16732,812,1595,0
,,,,
1864,-16528,696,1593,0
,,,,
1900,-16388,1088,1584,0
,,,,
2224,-16524,1092,1598,0
,,,,
2400,-16724,1160,1591,0
,,,,
2232,-16636,936,1601,0
,,,,
1956,-16620,772,1598,0
,,,,
1852,-16380,976,1600,0
,,,,
2020,-16440,928,1599,0
,,,,
2196,-16424,1116,1600,0
,,,,
2124,-16640,1072,1598,0
,,,,
2080,-16804,1164,1598,0
,,,,
2124,-16740,1172,1608,0
,,,,
2180,-16812,1028,1599,0
,,,,
2156,-16652,1016,1596,0
,,,,
2148,-16660,880,1599,0
,,,,
2116,-16660,784,1581,0
,,,,
2116,-16672,1024,1600,0
,,,,
2104,-16352,1076,1597,0
,,,,
2068,-16160,1156,1595,0
,,,,
2020,-16184,1500,1599,0
,,,,
2148,-16180,1240,1594,0
,,,,
2232,-16376,1100,1584,0
,,,,
2372,-16420,1076,1601,0
,,,,
2316,-16608,1116,1597,0
,,,,
2300,-16532,1228,1598,0
,,,,
2200,-16564,1108,1589,0
,,,,
2184,-16716,1176,1595,0
,,,,
2080,-16404,1168,1600,0
,,,,
2156,-16400,1052,1603,0
,,,,
2228,-16284,1120,1600,0
,,,,
2304,-16356,1284,1590,0
,,,,
2300,-16512,1032,1626,0
,,,,
2064,-16600,1132,1600,0
,,,,
2196,-16652,1232,1597,0
,,,,
2260,-16532,1116,1601,0
,,,,
2356,-16508,1044,1600,0
,,,,
2316,-16748,944,1585,0
,,,,
2412,-16672,1052,1558,0
,,,,
2312,-16448,1092,1589,0
,,,,
2340,-16264,1208,1600,0
,,,,
2340,-16400,1208,1599,0
,,,,
2224,-16564,1120,1616,0
,,,,
2292,-16752,1088,1632,0
,,,,
2424,-16756,1116,1597,0
,,,,
2264,-16584,916,1600,0
,,,,
2160,-16592,1080,1597,0
,,,,
2196,-16456,1092,1616,0
,,,,
2128,-16388,1128,1619,0
,,,,
2072,-16400,1080,1597,0
,,,,
2300,-16332,1112,1600,0
,,,,
2256,-16488,1032,1600,0
,,,,
2116,-16392,1012,1583,0
,,,,
2244,-16336,1092,1632,0
,,,,
2200,-16416,956,1590,0
,,,,
2404,-16500,1216,1594,0
,,,,
2460,-16788,1220,1597,0
,,,,
2292,-16888,1168,1571,0
,,,,
2156,-16780,972,1598,0
,,,,
2084,-16484,1220,1595,0
,,,,
2160,-16488,1084,1597,0
,,,,
2276,-16376,1168,1593,0
,,,,
2172,-16452,1132,1610,0
,,,,
2248,-16436,1096,1587,0
,,,,
2436,-16460,1116,1597,0
,,,,
2336,-16532,996,1597,0
,,,,
2040,-16544,996,1584,0
,,,,
2092,-16508,896,1614,0
,,,,
2136,-16360,1136,1623,0
,,,,
2156,-16320,1244,1598,0
,,,,
2184,-16368,1168,1600,0
,,,,
2304,-16628,1132,1587,0
,,,,
2116,-16704,844,1599,0
,,,,
2056,-16864,788,1621,0
,,,,
2048,-17016,936,1594,0
,,,,
2148,-17016,932,1600,0
,,,,
2224,-16932,1072,1589,0
,,,,
2192,-16496,1156,1598,0
,,,,
2192,-16376,1204,1558,0
,,,,
2156,-16436,1328,1591,0
,,,,
2096,-16532,1404,1599,0
,,,,
2108,-16656,1172,1599,0
,,,,
2264,-16760,1032,1597,0
,,,,
2144,-16828,960,1565,0
,,,,
2068,-16668,1108,1600,0
,,,,
2108,-16456,1168,1600,0
,,,,
2072,-16396,1180,1603,0
,,,,
2036,-16468,1204,1596,0
,,,,
2080,-16496,1236,1639,0
,,,,
2140,-16600,1148,1600,0
,,,,
2132,-16844,1264,1595,0
,,,,
2124,-16780,1064,1587,0
,,,,
2156,-16724,1400,1600,0
,,,,
2020,-16480,1164,1571,0
,,,,
2044,-16388,1112,1597,0
,,,,
2060,-16500,1300,1600,0
,,,,
2244,-16556,1368,1595,0
,,,,
2220,-16700,1212,1600,0
,,,,
2216,-16640,1264,1587,0
,,,,
2032,-16644,1272,1589,0
,,,,
2140,-16560,1216,1596,0
,,,,
2112,-16668,1316,1594,0
,,,,
2116,-16660,1120,1602,0
,,,,
2116,-16552,1160,1595,0
,,,,
2008,-16536,1224,1585,0
,,,,
1860,-16552,1296,1594,0
,,,,
1876,-16712,1312,1596,0
,,,,
1992,-16708,1272,1598,0
,,,,
2020,-16768,1092,1597,0
,,,,
2128,-16856,1116,1597,0
,,,,
1880,-16624,1100,1597,0
,,,,
1936,-16520,1204,1591,0
,,,,
2072,-16500,1372,1570,0
,,,,
2176,-16240,1436,1598,0
,,,,
2012,-16192,1192,1596,0
,,,,
1892,-16408,1220,1597,0
,,,,
1948,-16540,1164,1584,0
,,,,
2204,-16708,1300,1575,0
,,,,
2264,-16792,1216,1599,0
,,,,
2084,-16744,1148,1593,0
,,,,
2064,-16648,1136,1594,0
,,,,
1888,-16508,1092,1593,0
,,,,
1836,-16372,1156,1626,0
,,,,
1896,-16336,1120,1589,0
,,,,
1868,-16348,1212,1589,0
,,,,
1908,-16636,1372,1596,0
,,,,
2120,-16824,1236,1600,0
,,,,
2204,-17088,1156,1611,0
,,,,
2180,-17076,1000,1591,0
,,,,
1936,-16796,1016,1591,0
,,,,
1716,-16644,1160,1598,0
,,,,
1868,-16452,1208,1589,0
,,,,
1940,-16520,1404,1566,0
,,,,
2092,-16536,1276,1590,0
,,,,
2068,-16760,1200,1591,0
,,,,
1896,-16812,944,1595,0
,,,,
2096,-16736,976,1587,0
,,,,
1964,-16556,892,1579,0
,,,,
1864,-16616,944,1597,0
,,,,
1884,-16608,1148,1593,0
,,,,
2156,-16572,1096,1596,0
,,,,
2100,-16592,936,1591,0
,,,,
1828,-16396,880,1611,0
,,,,
1816,-16304,1168,1600,0
,,,,
1820,-16420,1148,1590,0
,,,,
1968,-16384,1188,1593,0
,,,,
2104,-16688,1184,1593,0
,,,,
2116,-16900,1132,1602,0
,,,,
1880,-16944,1112,1597,0
,,,,
1764,-16820,1104,1584,0
,,,,
1812,-16700,1276,1591,0
,,,,
2048,-16732,1112,1589,0
,,,,
2108,-16812,1332,1554,0
,,,,
2348,-16852,1320,1595,0
,,,,
2028,-16812,1004,1595,0
,,,,
1904,-16604,1272,1595,0
,,,,
1824,-16500,1020,1581,0
,,,,
1724,-16792,1328,1600,0
,,,,
1924,-16756,1300,1601,0
,,,,
2148,-16812,1308,1595,0
,,,,
2032,-16792,1136,1594,0
,,,,
1752,-16540,1276,1586,0
,,,,
1732,-16444,1168,1583,0
,,,,
1676,-16280,1160,1573,0
,,,,
1924,-16388,1120,1593,0
,,,,
2088,-16660,1060,1594,0
,,,,
1948,-16688,1032,1590,0
,,,,
1728,-16684,1016,1578,0
,,,,
1772,-16616,916,1622,0
,,,,
1808,-16532,988,1594,0
,,,,
1772,-16448,1116,1599,0
,,,,
1936,-16508,1132,1593,0
,,,,
2176,-16620,1084,1601,0
,,,,
1764,-16620,1064,1633,0
,,,,
1900,-16544,1100,1600,0
,,,,
1776,-16520,1176,1594,0
,,,,
2012,-16392,1044,1593,0
,,,,
1828,-16384,972,1600,0
,,,,
1736,-16568,1112,1568,0
,,,,
1864,-16516,1116,1597,0
,,,,
1968,-16664,1088,1599,0
,,,,
2160,-16784,1076,1593,0
,,,,
1996,-16764,1060,1585,0
,,,,
1948,-16800,948,1557,0
,,,,
1840,-16656,800,1594,0
,,,,
1788,-16720,1080,1587,0
,,,,
2068,-16808,1328,1590,0
,,,,
2124,-16836,1260,1570,0
,,,,
1884,-16788,1132,1617,0
,,,,
1876,-16640,1148,1598,0
,,,,
1972,-16544,1212,1600,0
,,,,
1796,-16576,1160,1591,0
,,,,
1928,-16640,1128,1609,0
,,,,
2004,-16988,1164,1629,0
,,,,
2100,-17036,1128,1595,0
,,,,
1864,-16760,1156,1594,0
,,,,
1800,-16444,1188,1587,0
,,,,
1800,-16408,1132,1593,0
,,,,
1916,-16392,1020,1577,0
,,,,
1948,-16388,1096,1595,0
,,,,
2044,-16456,1168,1594,0
,,,,
1956,-16504,1136,1595,0
,,,,
1796,-16576,1220,1591,0
,,,,
1708,-16720,1096,1572,0
,,,,
1816,-16908,1048,1579,0
,,,,
1968,-16964,1072,1595,0
,,,,
2112,-16672,952,1596,0
,,,,
1836,-16660,1056,1598,0
,,,,
1856,-16540,1100,1622,0
,,,,
2016,-16660,920,1592,0
,,,,
2056,-16600,1156,1597,0
,,,,
1904,-16440,972,1598,0
,,,,
1708,-16612,1068,1602,0
,,,,
1836,-16560,988,1628,0
,,,,
1792,-16616,868,1598,0
,,,,
1800,-16728,1000,1598,0
,,,,
1816,-16796,1144,1599,0
,,,,
1988,-16972,1004,1602,0
,,,,
2016,-17060,896,1555,0
,,,,
1868,-16764,696,1597,0
,,,,
1728,-16448,880,1600,0
,,,,
1804,-16416,912,1595,0
,,,,
1716,-16480,956,1577,0
,,,,
1876,-16628,1132,1550,0
,,,,
1980,-16696,1132,1596,0
,,,,
1944,-16752,1112,1591,0
,,,,
1868,-16820,1060,1591,0
,,,,
1748,-16680,812,1582,0
,,,,
1896,-16592,980,1621,0
,,,,
1760,-16420,1120,1596,0
,,,,
1980,-16416,1252,1595,0
,,,,
2068,-16668,1224,1596,0
,,,,
2144,-16884,856,1591,0
,,,,
1888,-17004,804,1615,0
,,,,
1776,-16784,892,1599,0
,,,,
1668,-16752,912,1594,0
,,,,
1704,-16684,1136,1587,0
,,,,
2004,-16588,1120,1597,0
,,,,
1924,-16472,1092,1599,0
,,,,
1848,-16376,1116,1599,0
,,,,
1896,-16260,1072,1600,0
,,,,
1912,-16576,920,1585,0
,,,,
2068,-16700,1092,1595,0
,,,,
1948,-16708,896,1581,0
,,,,
1700,-16628,1020,1599,0
,,,,
1716,-16476,1312,1590,0
,,,,
1748,-16360,1160,1595,0
,,,,
1856,-16344,1032,1595,0
,,,,
1844,-16208,1116,1597,0
,,,,
1780,-16320,848,1597,0
,,,,
1888,-16452,1024,1601,0
,,,,
1976,-16584,1184,1595,0
,,,,
1892,-16752,980,1597,0
,,,,
1884,-16500,1140,1601,0
,,,,
1620,-16384,1008,1597,0
,,,,
1616,-16280,1256,1594,0
,,,,
1704,-16400,1344,1598,0
,,,,
1756,-16564,1264,1600,0
,,,,
2000,-16512,1004,1577,0
,,,,
1864,-16620,848,1598,0
,,,,
1880,-16404,1144,1593,0
,,,,
1652,-16416,1188,1594,0
,,,,
1860,-16520,1348,1598,0
,,,,
2036,-16736,1280,1577,0
,,,,
1880,-16868,1172,1595,0
,,,,
1876,-16808,1120,1600,0
,,,,
1892,-16704,1120,1602,0
,,,,
1624,-16656,1136,1600,0
,,,,
1744,-16744,1120,1590,0
,,,,
1920,-16684,1188,1594,0
,,,,
1756,-16904,1104,1599,0
,,,,
1596,-16840,1392,1595,0
,,,,
1704,-16608,1396,1600,0
,,,,
1784,-16540,1576,1598,0
,,,,
1820,-16616,1460,1600,0
,,,,
1748,-16820,1176,1601,0
,,,,
1796,-17024,1048,1584,0
,,,,
1776,-16844,1292,1591,0
,,,,
1760,-16872,1148,1618,0
,,,,
1764,-16844,1156,1598,0
,,,,
1728,-16696,1196,1595,0
,,,,
1772,-16696,1164,1593,0
,,,,
1600,-16620,1156,1598,0
,,,,
1716,-16720,1332,1610,0
,,,,
1824,-16876,1116,1600,0
,,,,
1812,-16656,1216,1598,0
,,,,
1644,-16592,1112,1597,0
,,,,
1504,-16432,1292,1602,0
,,,,
1496,-16424,1248,1584,0
,,,,
1612,-16364,1284,1600,0
,,,,
1696,-16440,1168,1600,0
,,,,
1844,-16700,1256,1598,0
,,,,
1876,-16692,836,1597,0
,,,,
1720,-16772,896,1601,0
,,,,
1632,-16720,964,1597,0
,,,,
1460,-16724,1288,1599,0
,,,,
1676,-16416,1252,1595,0
,,,,
1852,-16592,1512,1599,0
,,,,
1888,-16592,1312,1616,0
,,,,
1744,-16536,1084,1598,0
,,,,
1704,-16688,956,1598,0
,,,,
1792,-16744,1228,1600,0
,,,,
1940,-16940,1204,1613,0
,,,,
1780,-17200,1368,1600,0
,,,,
1636,-17012,1080,1599,0
,,,,
1840,-16804,1296,1599,0
,,,,
1672,-16672,1068,1599,0
,,,,
1760,-16660,1172,1609,0
,,,,
1812,-16788,1100,1584,0
,,,,
1832,-16948,1088,1600,0
,,,,
1780,-16872,1060,1604,0
,,,,
1640,-16668,1100,1601,0
,,,,
1684,-16528,988,1602,0
,,,,
1828,-16672,1244,1583,0
,,,,
1896,-16596,1064,1600,0
,,,,
1844,-16700,924,1603,0
,,,,
1744,-16640,920,1600,0
,,,,
1844,-16476,1128,1606,0
,,,,
1824,-16480,1032,1625,0
,,,,
1760,-16456,1076,1600,0
,,,,
1776,-16620,1140,1596,0
,,,,
1932,-16444,896,1601,0
,,,,
1844,-16436,928,1600,0
,,,,
1660,-16296,888,1621,0
,,,,
1716,-16168,908,1598,0
,,,,
1824,-16052,1076,1599,0
,,,,
1716,-16032,1096,1600,0
,,,,
1780,-16028,1100,1603,0
,,,,
1896,-16420,1188,1567,0
,,,,
2060,-16604,1040,1587,0
,,,,
2008,-16500,912,1591,0
,,,,
1700,-16352,956,1593,0
,,,,
1816,-16392,1192,1598,0
,,,,
1972,-16368,1316,1573,0
,,,,
1956,-16600,1352,1601,0
,,,,
2084,-16684,1352,1599,0
,,,,
1800,-16544,1044,1597,0
,,,,
1804,-16692,1052,1600,0
,,,,
1748,-16852,1052,1638,0
,,,,
1852,-16944,1376,1601,0
,,,,
1984,-17136,1144,1600,0
,,,,
2108,-17036,1112,1600,0
,,,,
1948,-16860,964,1608,0
,,,,
1756,-16644,1012,1636,0
,,,,
1812,-16644,1116,1602,0
,,,,
1952,-16604,1212,1600,0
,,,,
1924,-16932,1144,1581,0
,,,,
1980,-17100,1204,1615,0
,,,,
1904,-17160,1108,1559,0
,,,,
1760,-17004,1300,1600,0
,,,,
1820,-16924,1020,1600,0
,,,,
1856,-16872,1212,1595,0
,,,,
1988,-16844,1172,1579,0
,,,,
1968,-17016,1180,1555,0
,,,,
1828,-16860,1080,1598,0
,,,,
1680,-16780,1180,1601,0
,,,,
1756,-16628,1112,1594,0
,,,,
1832,-16660,1028,1572,0
,,,,
1796,-16592,996,1637,0
,,,,
1780,-16508,928,1599,0
,,,,
1872,-16476,1076,1598,0
,,,,
1892,-16400,1024,1597,0
,,,,
1860,-16408,1120,1600,0
,,,,
2016,-16504,884,1649,0
,,,,
2076,-16564,1132,1599,0
,,,,
1920,-16692,1012,1600,0
,,,,
1740,-16608,916,1600,0
,,,,
1740,-16516,984,1608,0
,,,,
1784,-16320,1136,1567,0
,,,,
1944,-16540,1016,1600,0
,,,,
1964,-16564,936,1605,0
,,,,
2084,-16576,776,1600,0
,,,,
2128,-16516,720,1601,0
,,,,
1964,-16364,944,1595,0
,,,,
1872,-16388,916,1622,0
,,,,
2088,-16552,1028,1602,0
,,,,
1820,-16620,1016,1600,0
,,,,
1884,-16716,1076,1604,0
,,,,
2304,-16776,920,1609,0
,,,,
2140,-16692,724,1633,0
,,,,
1864,-16608,800,1600,0
,,,,
2144,-16656,788,1600,0
,,,,
2232,-16908,844,1600,0
,,,,
2284,-17048,820,1603,0
,,,,
2280,-16984,728,1555,0
,,,,
2104,-16764,732,1602,0
,,,,
1932,-16692,732,1603,0
,,,,
1956,-16532,756,1609,0
,,,,
1960,-16444,792,1597,0
,,,,
2160,-16644,1128,1563,0
,,,,
2228,-16532,964,1601,0
,,,,
1916,-16672,1060,1603,0
,,,,
1752,-16632,1236,1607,0
,,,,
2012,-16716,1096,1600,0
,,,,
2076,-16828,1196,1646,0
,,,,
2192,-16836,1260,1604,0
,,,,
2404,-16708,1188,1603,0
,,,,
2520,-16540,1448,1603,0
,,,,
2164,-16416,1296,1609,0
,,,,
2232,-16516,1316,1633,0
,,,,
2360,-16548,1372,1601,0
,,,,
2520,-16292,1404,1593,0
,,,,
2372,-16352,1408,1593,0
,,,,
2332,-16392,1540,1598,0
,,,,
2220,-16540,1580,1563,0
,,,,
2228,-16244,1692,1599,0
,,,,
2180,-16080,1492,1589,0
,,,,
2224,-15976,1588,1591,0
,,,,
2212,-16136,1624,1590,0
,,,,
2388,-16180,1652,1565,0
,,,,
2508,-16320,1528,1586,0
,,,,
2376,-16324,1696,1591,0
,,,,
2324,-16240,1472,1594,0
,,,,
2140,-16204,1648,1578,0
,,,,
2012,-16280,1800,1619,0
,,,,
2092,-16324,2148,1584,0
,,,,
2272,-16364,2024,1586,0
,,,,
2380,-16724,2000,1590,0
,,,,
2316,-16672,1980,1591,0
,,,,
2212,-16412,2104,1617,0
,,,,
2284,-16248,2004,1584,0
,,,,
2228,-16368,2260,1584,0
,,,,
2352,-16496,2172,1586,0
,,,,
2448,-16596,2272,1585,0
,,,,
2228,-16320,2372,1549,0
,,,,
2000,-16568,2564,1585,0
,,,,
2296,-16884,2748,1578,0
,,,,
2544,-17172,2496,1563,0
,,,,
2312,-16528,2576,1598,0
,,,,
2068,-16216,2604,1584,0
,,,,
2236,-16328,2768,1584,0
,,,,
2380,-16548,3072,1584,0
,,,,
2584,-16656,2784,1591,0
,,,,
2372,-16392,2740,1616,0
,,,,
2188,-16280,2416,1579,0
,,,,
1980,-16300,2528,1579,0
,,,,
2160,-16604,2560,1579,0
,,,,
2276,-16700,2408,1588,0
,,,,
2332,-16668,2268,1534,0
,,,,
2196,-16328,2388,1582,0
,,,,
1888,-16360,2348,1584,0
,,,,
1848,-16408,2508,1584,0
,,,,
2060,-16348,2408,1579,0
,,,,
2076,-16248,2352,1535,0
,,,,
2092,-16268,2148,1585,0
,,,,
1936,-16228,2256,1586,0
,,,,
2032,-16408,2284,1587,0
,,,,
1956,-16452,2348,1584,0
,,,,
1924,-16516,2080,1617,0
,,,,
1692,-16620,2020,1589,0
,,,,
2028,-16640,2076,1600,0
,,,,
2164,-16572,2136,1591,0
,,,,
2056,-16732,2164,1589,0
,,,,
1728,-16332,2172,1641,0
,,,,
1464,-16348,2300,1594,0
,,,,
1752,-16460,2468,1594,0
,,,,
1944,-16684,2464,1594,0
,,,,
2008,-16876,2328,1590,0
,,,,
1768,-16828,2320,1581,0
,,,,
1688,-16712,2520,1599,0
,,,,
1868,-16720,2484,1589,0
,,,,
